Company,Job Category,Title,Processed Title,Min Salary,Max Salary,Adjusted Salary,Last Update
Kara Marine Services Pte Ltd,Other,Commercial Manager,"['commerci', 'manag']",3500,4000,3500,2021-01-05
Recruit Express Pte Ltd,Operations,[12 Months Contract] Customer Service Associate (Indonesia market) - Up to $2500 (REF: SSJ),"['month', 'contract', 'custom', 'servic', 'associ', 'indonesia', 'market', 'Up', 'to', 'ref', 'ssj']",2300,3000,2300,2020-12-22
Earnest & Collective,Design,Marketing & Design Associate,"['market', 'design', 'associ']",1800,2200,1800,2020-12-29
Resolutez,Business Development / Sales,Event Sales and Marketing,"['event', 'sale', 'and', 'market']",2500,5000,3000.0,2020-12-27
Lynx Romantic Planner,Other,LYNX Elite Crew ( Romantic Event Organizer),"['lynx', 'elit', 'crew', 'romant', 'event', 'organ']",10,80,36.0,2020-12-27
Sunriseclick,Software Engineering,Technical Lead,"['technic', 'lead']",5500,6500,5500,2020-12-15
Q Investment Partners,Design,Digital content creator,"['digit', 'content', 'creator']",3000,5000,3200.0,2021-03-16
Legalworks Law Corporation,Legal,Legal Executive,"['legal', 'execut']",2000,2500,2000,2021-03-16
Bob The Baker Boy Pte Ltd,Management,Store Manager (Food and Beverage),"['store', 'manag', 'food', 'and', 'beverag']",3200,5000,3280.0,2021-03-18
Explorer Junior,Other,Part-Time STEAM Enrichment Pre-school Facilitator,"['part-tim', 'steam', 'enrich', 'pre-school', 'facilit']",150,1250,560.0,2021-03-19
The Chemical Crew Pte Ltd,Other,Outbound Marketing Sales Executive,"['outbound', 'market', 'sale', 'execut']",1500,5000,2600.0,2021-03-18
Starline Marketing Group,Business Development / Sales,Event Sales Representative (Entry Level),"['event', 'sale', 'repres', 'entri', 'level']",2500,4500,2800.0,2021-03-16
clickTRUE Pte Ltd,Marketing,Inbound Video Producer &  Photographer,"['inbound', 'video', 'produc', 'photograph']",3000,4000,3000,2021-03-18
Origami,Other,Gelato & Pastry Chef / Cook,"['gelato', 'pastri', 'chef', 'cook']",1600,2200,1600,2021-03-18
One Degree Alliance Pte Ltd,Business Development / Sales,Management Trainee,"['manag', 'traine']",1500,3000,1800.0,2021-03-18
Vibanti Pte Ltd,Other,Multimedia Programmer - Junior,"['multimedia', 'programm', 'junior']",1900,2400,1900,2021-03-17
Onestop Creative Associate Pte Ltd,Business Development / Sales,Regional Business Development Executive,"['region', 'busi', 'develop', 'execut']",2800,3500,2800,2021-03-17
clickTRUE Pte Ltd,Marketing,Inbound Marketing Consultant,"['inbound', 'market', 'consult']",2500,4500,2800.0,2021-03-18
Asia Innovatory Management School,Education,Economics teacher (H1/H2),"['econom', 'teacher', 'h1/h2']",3500,5000,3500,2021-03-16
Haulio,Operations,Customer Service Manager ,"['custom', 'servic', 'manag']",3500,4500,3500,2021-03-18
Innovation of Thingz,Operations,Operation & Customer Support Executive ,"['oper', 'custom', 'support', 'execut']",500,1500,800.0,2021-03-18
Ignite Marketing Group ,Business Development / Sales,CORPORATE SALES (IMMEDIATE START!),"['corpor', 'sale', 'immedi', 'start']",2500,3700,2500,2021-03-19
Vlc Marketing,Business Development / Sales,Brand Executive (Sales & Marketing),"['brand', 'execut', 'sale', 'market']",3000,4000,3000,2021-03-16
Q.B. Food Trading Pte Ltd,Other,QA Executive,"['QA', 'execut']",2500,3000,2500,2021-03-16
V. O.,Marketing,Project Events Lead,"['project', 'event', 'lead']",2000,4000,2400.0,2021-03-16
CYS Global Remit Pte Ltd,Finance,FX Sales Dealer,"['FX', 'sale', 'dealer']",2800,3000,2800,2021-03-18
Imapac Pte Ltd,Human Resource,HR Manager and Head of Happiness,"['HR', 'manag', 'and', 'head', 'of', 'happi']",4000,5000,4000,2021-03-18
Pixelsquad Pte Ltd,Software Engineering,Full-Stack Web Developer,"['full-stack', 'web', 'develop']",3000,4500,3000.0,2021-03-18
Onestop Creative Associate Pte Ltd,Other,Senior Quantity Surveyor  ,"['senior', 'quantiti', 'surveyor']",2257,3999,2502.4,2021-03-17
Aegis Technologies Pte. Ltd.,Software Engineering,UI/UX Software Developer,"['ui/ux', 'softwar', 'develop']",3000,8000,4400.0,2021-03-18
Lam Kee Fisheries Pte Ltd,Administrative,E-Commerce Order Processing & Design,"['e-commerc', 'order', 'process', 'design']",1800,2200,1800,2021-03-17
Padang & Co,Finance,Financial Accountant,"['financi', 'account']",4000,5000,4000,2021-03-17
Aegis Technologies Pte. Ltd.,Other,Cyber Security Software Developer,"['cyber', 'secur', 'softwar', 'develop']",3000,8000,4400.0,2021-03-17
178 Autocare Pte Ltd,Business Development / Sales,Sales Executive,"['sale', 'execut']",2000,6000,3200.0,2021-03-18
Alinea Marketing Group,Business Development / Sales,"Corporate Sales and Marketing Associates (Fast Progression, Entry Level) ","['corpor', 'sale', 'and', 'market', 'associ', 'fast', 'progress', 'entri', 'level']",2500,3500,2500,2021-03-17
One Degree Alliance Pte Ltd,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",1000,3000,1600.0,2021-03-18
Rescale Lab,Marketing,Marketing & Administrative Executive,"['market', 'administr', 'execut']",1400,1400,1400,2021-03-17
SearchAsia Consulting Pte Ltd,Human Resource,HR Business Partner (Talent Acquisition)(Permanent Role),"['HR', 'busi', 'partner', 'talent', 'acquisit', 'perman', 'role']",3000,3500,3000,2021-02-24
aAdvantage Consulting Group Pte Ltd,Consulting,Senior Facilitator/ Trainer,"['senior', 'facilitator/', 'trainer']",6000,8000,6000,2021-02-10
Chnsea Pte. Ltd.,Marketing,Influencer Marketing Specialist,"['influenc', 'market', 'specialist']",1800,2200,1800,2021-02-22
Start Something Studios,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",2800,3000,2800,2021-02-24
Prelude Recruit,Business Development / Sales,Corporate Customer On-Boarding Specialist ,"['corpor', 'custom', 'on-board', 'specialist']",2500,4000,2600.0,2021-02-14
AEvice Health,Engineering,iOS Developer ,"['io', 'develop']",2500,5500,3200.0,2021-02-24
ODE Consulting .com,Design,Global Learning Designer (Courseware design) One year contract ,"['global', 'learn', 'design', 'coursewar', 'design', 'one', 'year', 'contract']",2000,2500,2000,2021-01-26
Fundbox Pte Ltd,Software Engineering,Full Stack Developer,"['full', 'stack', 'develop']",2500,5000,3000.0,2020-11-25
Halona Marketing Group,Business Development / Sales,Team Leader (Sales and Marketing) ,"['team', 'leader', 'sale', 'and', 'market']",2400,4800,2880.0,2020-11-25
RYSH Organization,Business Development / Sales,Business Development Associate ,"['busi', 'develop', 'associ']",2500,5500,3200.0,2020-12-03
Cyxtera Singapore,Other,APAC Implementation Specalist,"['apac', 'implement', 'specalist']",5000,7000,5000,2020-12-07
Edublitz Pte Ltd,Education,Residential ICT Trainer / Executive,"['residenti', 'ict', 'trainer', 'execut']",2200,2600,2200,2020-12-08
The Heron Marketing,Business Development / Sales,B2B Sales Representative ,"['b2b', 'sale', 'repres']",2500,5500,3200.0,2020-11-23
Acer Computer (Singapore) Pte Ltd,Business Development / Sales,Order Processing Executive ,"['order', 'process', 'execut']",2000,2200,2000,2020-12-01
Pinnacle Stars,Finance,Relationship Manager (Financial Services)  ,"['relationship', 'manag', 'financi', 'servic']",2000,5000,2800.0,2020-11-23
Inspire Beauty Pte Ltd,Operations,Operation Manager,"['oper', 'manag']",800,800,800,2020-12-07
Triterras Fintech Pte Ltd,Software Engineering,Cloud / DevOps Engineer,"['cloud', 'devop', 'engin']",8000,12000,8000.0,2020-12-01
Harmony Motor (amk) Pte. Ltd.,Other,Customer Service Officer,"['custom', 'servic', 'offic']",2000,2500,2000,2020-11-25
Braverywf,Other,Brand ambassador ,"['brand', 'ambassador']",2000,3000,2000.0,2020-12-09
Prelude Recruit,Business Development / Sales,B2B CORPORATE SALES (IMMEDIATE HIRING),"['b2b', 'corpor', 'sale', 'immedi', 'hire']",2500,4500,2800.0,2020-11-30
The Property Runway,Administrative,Customer Care Executive,"['custom', 'care', 'execut']",2000,2500,2000,2020-12-11
Ignite Marketing Group ,Business Development / Sales,B2B Corporate Sales and Marketing,"['b2b', 'corpor', 'sale', 'and', 'market']",2500,4800,2920.0,2020-11-29
Prelude Recruit,Business Development / Sales,Business Development Associate (B2B) ,"['busi', 'develop', 'associ', 'b2b']",2500,4000,2600.0,2020-12-03
The Learning Assembly,Marketing,Marketing cum Business operations,"['market', 'cum', 'busi', 'oper']",600,800,600,2020-12-11
Triterras Fintech Pte Ltd,Software Engineering,Software Engineer - APIs and Microservices,"['softwar', 'engin', 'api', 'and', 'microservic']",7000,9000,7000,2020-12-03
RL Consultancy Pte Ltd,Human Resource,Recruitment Executive / HR,"['recruit', 'execut', 'HR']",2000,2500,2000,2020-11-25
Talentvis Singapore,Operations,"  Retail Cashiers - From $10/H - Choose your locations, early birds first!","['retail', 'cashier', 'from', '10/h', 'choos', 'your', 'locat', 'earli', 'bird', 'first']",1700,1900,1700,2020-11-25
Mojosoft,Data Science,Database Engineer,"['databas', 'engin']",3000,4000,3000,2020-12-07
For The Love Of Laundry Pte Ltd,Marketing,Marketing Manager,"['market', 'manag']",2500,4500,2800.0,2020-11-26
Braverywf,Product Management,Project leader ,"['project', 'leader']",2000,3000,2000.0,2020-11-30
Braverywf,Business Development / Sales,Corporate sales leader ,"['corpor', 'sale', 'leader']",2000,3300,2120.0,2020-11-30
Hodie Marketing,Business Development / Sales,B2B Sales Representative (Entry-Level),"['b2b', 'sale', 'repres', 'entry-level']",2500,4500,2800.0,2020-11-30
Starry Homestead Pte Ltd,Business Development / Sales,Interior Sales Designer,"['interior', 'sale', 'design']",2500,5000,3000.0,2020-12-01
Hong An Engineering,Engineering,Airfield Lighting Technician,"['airfield', 'light', 'technician']",2000,3000,2000.0,2020-12-03
Luna Group,Business Development / Sales,Business Development Associate,"['busi', 'develop', 'associ']",2500,4800,2920.0,2020-12-08
Prelude Recruit,Business Development / Sales,Business Development Associate (B2B Sales and Marketing) ,"['busi', 'develop', 'associ', 'b2b', 'sale', 'and', 'market']",2500,3600,2500,2020-12-02
Apusgeo Solutions,Design,Temporary drafting assistant (Interior),"['temporari', 'draft', 'assist', 'interior']",2000,2500,2000,2020-12-11
Future Achievers Hub,Design,Graphic Designer #SGUnited,"['graphic', 'design', 'sgunit']",1500,1500,1500,2020-12-11
Uber Sports Pte Ltd,Operations,Sport Facility Operation Officer,"['sport', 'facil', 'oper', 'offic']",400,600,400.0,2020-12-11
&Whyte,Media & Communications,Junior Video Producer,"['junior', 'video', 'produc']",1800,2500,1800,2020-11-27
Mojosoft,Software Engineering,Analyst Programmer,"['analyst', 'programm']",2800,3500,2800,2020-12-07
Kaisers Asia,Business Development / Sales,Corporate Sales Associate (No experience required),"['corpor', 'sale', 'associ', 'No', 'experi', 'requir']",2500,5000,3000.0,2020-12-09
Hodie Marketing,Business Development / Sales,Corporate Sales Representative (Entry-Level),"['corpor', 'sale', 'repres', 'entry-level']",2500,4500,2800.0,2020-12-03
One Click,Education,"Business Development Associate (Entry Level, Office Hours)","['busi', 'develop', 'associ', 'entri', 'level', 'offic', 'hour']",2500,3500,2500,2020-12-03
Terra SG,Marketing,"Assistant Manager, Marketing & Communications","['assist', 'manag', 'market', 'commun']",2500,3000,2500,2020-12-07
Edgemedia,Other,Gadgets Promoter @ Retail Store,"['gadget', 'promot', 'retail', 'store']",1800,1800,1800,2020-12-03
Acer Computer (Singapore) Pte Ltd,Operations,MOE Deployment Agents,"['moe', 'deploy', 'agent']",1600,1800,1600,2020-12-01
Ultima Racing Stable,Design,Graphic Designer ,"['graphic', 'design']",1800,2500,1800,2020-12-03
The Green Girl,Operations,Business Operations Executive,"['busi', 'oper', 'execut']",2500,3000,2500,2020-12-02
Yamato Transport (s) Pte Ltd,Business Development / Sales,Senior Sales Manager (1 year contract),"['senior', 'sale', 'manag', 'year', 'contract']",5800,6500,5800,2020-12-02
Cyxtera Singapore,Consulting,APAC Implementation Specalist,"['apac', 'implement', 'specalist']",5000,7000,5000,2020-12-07
Million Marketing,Business Development / Sales,B2B Sales Ambassador ,"['b2b', 'sale', 'ambassador']",2500,5500,3200.0,2020-11-24
Headhunters Hq,Other,Temp Stock Taker,"['temp', 'stock', 'taker']",792,792,792,2020-11-25
Bsl Management Services Pte Ltd,Finance,Accounts Associate,"['account', 'associ']",2000,2600,2000,2020-11-30
Baltica,Business Development / Sales,Sales Executive at Jewellery Kiosk ,"['sale', 'execut', 'at', 'jewelleri', 'kiosk']",1200,1300,1200,2020-12-11
Omnilytics,Software Engineering,Engineering Manager,"['engin', 'manag']",8000,10000,8000,2020-12-02
Everest Gold,Finance,Treasury Analyst (6 months Contract - Convertible) ,"['treasuri', 'analyst', 'month', 'contract', 'convert']",1000,2500,1400.0,2020-11-30
M Atelier Private Limited,Design,Interior Designer,"['interior', 'design']",2000,8000,4000.0,2020-11-30
CARRO,Business Development / Sales,Core Business Associate,"['core', 'busi', 'associ']",2500,3500,2500,2020-12-04
Quod Ai,Business Development / Sales,Sales Development Representative (For Singaporean or PR only),"['sale', 'develop', 'repres', 'for', 'singaporean', 'or', 'PR', 'onli']",3500,4000,3500,2020-11-23
Apusgeo Solutions,Design,Temporary drafting assistant (MEP),"['temporari', 'draft', 'assist', 'mep']",2000,2500,2000,2020-12-07
Zwoo Mobile Pte Ltd,Operations,E-Commerce Operation Executive,"['e-commerc', 'oper', 'execut']",1800,2200,1800,2020-12-02
Br Metals Pte Ltd,Other,Assistant Chemist,"['assist', 'chemist']",1600,2400,1600.0,2020-12-08
GlobalTix Pte Ltd ,Operations,Customer Service (Contract / Part-time),"['custom', 'servic', 'contract', 'part-tim']",1400,1400,1400,2020-12-11
Parkway Pantai,Healthcare,Patient Service Officer,"['patient', 'servic', 'offic']",1800,2500,1800,2020-12-07
Pinnacle Stars,Finance,Sales Executive (Financial) ,"['sale', 'execut', 'financi']",2000,5000,2800.0,2020-11-23
The Property Runway,Marketing,Marketing Executive,"['market', 'execut']",2000,2500,2000,2020-12-11
CARRO,Business Development / Sales,Core Business Manager,"['core', 'busi', 'manag']",3500,5000,3500,2020-12-04
Fundnel Limited,Legal,Legal & Compliance Officer (HGX),"['legal', 'complianc', 'offic', 'hgx']",8000,10000,8000,2020-12-08
DollarsAndSense.sg,Media & Communications,Financial Writer,"['financi', 'writer']",3500,4500,3500,2020-11-30
Avant Consulting Pte Ltd,Business Development / Sales,Business Development Manager,"['busi', 'develop', 'manag']",1800,4500,2520.0,2020-12-08
Talentvis Singapore,Operations,"Retail Experts, Many areas, Rotated shifts, Up to $20/H","['retail', 'expert', 'mani', 'area', 'rotat', 'shift', 'Up', 'to', '20/h']",1800,2000,1800,2020-11-25
Growing Up Learning Centre,Education,Student Care Teacher @ Growing Up Learning Centre,"['student', 'care', 'teacher', 'grow', 'Up', 'learn', 'centr']",1000,1200,1000,2020-12-07
Jyy Pte Ltd,Business Development / Sales,Sales Associate,"['sale', 'associ']",2500,3500,2500,2020-11-24
VisionTech Pte. Ltd. ,Business Development / Sales,Client Engagement Specialist [Pre-sales] ,"['client', 'engag', 'specialist', 'pre-sal']",2000,3500,2200.0,2020-11-25
Pinnacle Stars,Finance,Management Trainee (Financial Services)  ,"['manag', 'traine', 'financi', 'servic']",2000,5000,2800.0,2020-11-23
Cherry Tech Solution Pte.ltd.,Software Engineering,Junior Web Developer,"['junior', 'web', 'develop']",2500,5000,3000.0,2020-11-27
Acer Computer (Singapore) Pte Ltd,Operations,Call Centre Agent,"['call', 'centr', 'agent']",1600,1800,1600,2020-12-01
Ultima Racing Stable,Finance,Finance and Accounts Assistant,"['financ', 'and', 'account', 'assist']",1800,2500,1800,2020-12-03
Braverywf,Hospitality and Travel,Events ambassador ,"['event', 'ambassador']",2000,3000,2000.0,2020-11-27
Inspire Beauty Pte Ltd,Marketing,social media and digital marketing executive ,"['social', 'media', 'and', 'digit', 'market', 'execut']",800,900,800,2020-12-07
New Life Community Services,Education,Student Care Teacher,"['student', 'care', 'teacher']",1200,2300,1400.0,2020-12-08
Fundbox Pte Ltd,Software Engineering,IT Project Manager,"['IT', 'project', 'manag']",2500,6000,3400.0,2020-11-24
VERE360,Software Engineering,VR Platform Developer,"['VR', 'platform', 'develop']",2000,4000,2400.0,2020-11-27
Omnilytics,Business Development / Sales,Client Success Manager (Fashion),"['client', 'success', 'manag', 'fashion']",6000,9000,6000.0,2020-12-03
One Third Technologies,Operations,#SGUnitedJobs Technical Service Representative,"['sgunitedjob', 'technic', 'servic', 'repres']",1800,2800,1840.0,2020-11-26
Infinite Computer Solutions Pte Ltd,Operations,Oracle DBA,"['oracl', 'dba']",4000,4500,4000,2020-11-23
Diamond Sky Oil Pte Ltd,Business Development / Sales,Corporate Sales Representative (Fuels Card),"['corpor', 'sale', 'repres', 'fuel', 'card']",2200,3800,2400.0,2020-12-04
Tourhero,Marketing,Social Media Apprentice,"['social', 'media', 'apprentic']",600,700,600,2020-12-08
Triterras Fintech Pte Ltd,Software Engineering,Software Engineer - Frontend,"['softwar', 'engin', 'frontend']",6000,8000,6000,2020-12-01
Pmc Label Materials Pte Ltd,Operations,Production Operator,"['product', 'oper']",800,1000,800,2020-12-07
Jacobson Global Logistics (s) Pte Ltd,Operations,Logistics Operations Assistant (Import/Export),"['logist', 'oper', 'assist', 'import/export']",2000,2500,2000,2020-12-02
Millionspaces,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",600,1000,640.0,2020-12-08
Jyy Pte Ltd,Business Development / Sales,Sales Executive,"['sale', 'execut']",2500,4000,2600.0,2020-11-24
Rejoice Pregnancy,Healthcare,Maternal Health Visitor,"['matern', 'health', 'visitor']",1800,2500,1800,2020-12-11
NTUC Health,Other,Staff Nurse (Nursing Home),"['staff', 'nurs', 'nurs', 'home']",2000,4500,2600.0,2020-12-11
Growing Up Learning Centre,Administrative,Admin Executive @ Growing Up Learning Centre,"['admin', 'execut', 'grow', 'Up', 'learn', 'centr']",1000,1100,1000,2020-12-07
We17 Pte Ltd,Software Engineering,Mobile phone UAT Tester,"['mobil', 'phone', 'uat', 'tester']",2400,2800,2400,2020-11-20
T05 Technologies Pte. Ltd,Software Engineering,Full Stack Developer,"['full', 'stack', 'develop']",500,1000,600.0,2020-11-23
AYP Group Pte Ltd,Software Engineering,Software Engineer #SGUP,"['softwar', 'engin', 'sgup']",3000,3000,3000,2020-11-19
Talentvis Singapore,Operations, East Packers X2 | OT to be earned | Light items,"['east', 'packer', 'X2', 'OT', 'to', 'be', 'earn', 'light', 'item']",1500,1700,1500,2020-11-17
Declarators Pte Ltd,Operations,Logistics Executive,"['logist', 'execut']",1800,2500,1800,2020-11-23
Envoy Search Partners,Software Engineering,Android Developer,"['android', 'develop']",4500,8000,5000.0,2020-11-16
Talentvis Singapore,Operations,Packers X2 | Pasir Ris/Tampines | Up to $1600/month | Light weight products,"['packer', 'X2', 'pasir', 'ris/tampin', 'Up', 'to', '1600/month', 'light', 'weight', 'product']",1500,1700,1500,2020-11-17
RL Consultancy Pte Ltd,Business Development / Sales,Wealth Manager,"['wealth', 'manag']",2500,4000,2600.0,2020-11-25
Beyond Immigration Pte Ltd,Administrative,Administrative & Marketing Executive ,"['administr', 'market', 'execut']",2200,2400,2200,2020-11-16
